ParamObjectName	Id.KKS	Id.OperId	Id.Description.LT	Id.Description.EN	Id.Description.LV	Id.Description.RU	EngUnits	DI Obj	ScanGroup	PV Reference	AlarmByteAddress (Status)	CfgByteAddress (CMD)	RangeMinAddress	RangeMaxAddress	HystAddress	LoLoLimitAddress	LoLimitAddress	HiLimitAddress	HiHiLimitAddress	Dampher	NUmericFormat	ScaleCoef	iScONFIGURABLE	SP Address	OptimalRangeMin	OptimaRangeMax	PV.IO																												
HHL50_CP001	HHL50_CP001		Oro slėgis prieš 5 degiklį					PLC	sg.PLC	PLC.sg.PLC.DB33,Real3200	PLC.sg.PLC.DB33,Word3208	PLC.sg.PLC.DB33,Word3210	PLC.sg.PLC.DB33,Real3212	PLC.sg.PLC.DB33,Real3216	PLC.sg.PLC.DB33,Real3224	PLC.sg.PLC.DB33,Real3228	PLC.sg.PLC.DB33,Real3232	PLC.sg.PLC.DB33,Real3234	PLC.sg.PLC.DB33,Real3238	PLC.sg.PLC.DB33,Real3220	F1	1	1		0	100	PLC.sg.PLC.DB33,Real3204																												
HHL60_CP001	HHL60_CP001		Oro slėgis prieš 6 degiklį					PLC	sg.PLC	PLC.sg.PLC.DB33,Real3280	PLC.sg.PLC.DB33,Word3288	PLC.sg.PLC.DB33,Word3290	PLC.sg.PLC.DB33,Real3292	PLC.sg.PLC.DB33,Real3296	PLC.sg.PLC.DB33,Real3304	PLC.sg.PLC.DB33,Real3308	PLC.sg.PLC.DB33,Real3312	PLC.sg.PLC.DB33,Real3314	PLC.sg.PLC.DB33,Real3318	PLC.sg.PLC.DB33,Real3300	F1	1	1		0	100	PLC.sg.PLC.DB33,Real3284																												
HHT10_CP001	HHT10_CP001		Savųjų reikmių garo slėgis į VK					PLC	sg.PLC	PLC.sg.PLC.DB33,Real3360	PLC.sg.PLC.DB33,Word3368	PLC.sg.PLC.DB33,Word3370	PLC.sg.PLC.DB33,Real3372	PLC.sg.PLC.DB33,Real3376	PLC.sg.PLC.DB33,Real3384	PLC.sg.PLC.DB33,Real3388	PLC.sg.PLC.DB33,Real3392	PLC.sg.PLC.DB33,Real3394	PLC.sg.PLC.DB33,Real3398	PLC.sg.PLC.DB33,Real3380	F1	1	1		0	100	PLC.sg.PLC.DB33,Real3364																												
HHT10_CT001	HHT10_CT001		Savų reikmių garo temperatūra prieš VK					PLC	sg.PLC	PLC.sg.PLC.DB33,Real3440	PLC.sg.PLC.DB33,Word3448	PLC.sg.PLC.DB33,Word3450	PLC.sg.PLC.DB33,Real3452	PLC.sg.PLC.DB33,Real3456	PLC.sg.PLC.DB33,Real3464	PLC.sg.PLC.DB33,Real3468	PLC.sg.PLC.DB33,Real3472	PLC.sg.PLC.DB33,Real3474	PLC.sg.PLC.DB33,Real3478	PLC.sg.PLC.DB33,Real3460	F1	1	1		0	100	PLC.sg.PLC.DB33,Real3444																												
HHT20_CP001	HHT20_CP001		Savųjų reikmių garo slėgis į VK					PLC	sg.PLC	PLC.sg.PLC.DB33,Real3520	PLC.sg.PLC.DB33,Word3528	PLC.sg.PLC.DB33,Word3530	PLC.sg.PLC.DB33,Real3532	PLC.sg.PLC.DB33,Real3536	PLC.sg.PLC.DB33,Real3544	PLC.sg.PLC.DB33,Real3548	PLC.sg.PLC.DB33,Real3552	PLC.sg.PLC.DB33,Real3554	PLC.sg.PLC.DB33,Real3558	PLC.sg.PLC.DB33,Real3540	F1	1	1		0	100	PLC.sg.PLC.DB33,Real3524																												
HHT20_CT001	HHT20_CT001		Savų reikmių garo temperatūra prieš VK					PLC	sg.PLC	PLC.sg.PLC.DB33,Real3600	PLC.sg.PLC.DB33,Word3608	PLC.sg.PLC.DB33,Word3610	PLC.sg.PLC.DB33,Real3612	PLC.sg.PLC.DB33,Real3616	PLC.sg.PLC.DB33,Real3624	PLC.sg.PLC.DB33,Real3628	PLC.sg.PLC.DB33,Real3632	PLC.sg.PLC.DB33,Real3634	PLC.sg.PLC.DB33,Real3638	PLC.sg.PLC.DB33,Real3620	F1	1	1		0	100	PLC.sg.PLC.DB33,Real3604																												
HHX33_CP001	HHX33_CP001		Suspausto oro slėgis suspausto oro slėgio 1, 3, 5 kolektoriuje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real3680	PLC.sg.PLC.DB33,Word3688	PLC.sg.PLC.DB33,Word3690	PLC.sg.PLC.DB33,Real3692	PLC.sg.PLC.DB33,Real3696	PLC.sg.PLC.DB33,Real3704	PLC.sg.PLC.DB33,Real3708	PLC.sg.PLC.DB33,Real3712	PLC.sg.PLC.DB33,Real3714	PLC.sg.PLC.DB33,Real3718	PLC.sg.PLC.DB33,Real3700	F1	1	1		0	100	PLC.sg.PLC.DB33,Real3684																												
HHX34_CP001	HHX34_CP001		Suspausto oro slėgis 2, 4, 6 kolektoriuje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real3760	PLC.sg.PLC.DB33,Word3768	PLC.sg.PLC.DB33,Word3770	PLC.sg.PLC.DB33,Real3772	PLC.sg.PLC.DB33,Real3776	PLC.sg.PLC.DB33,Real3784	PLC.sg.PLC.DB33,Real3788	PLC.sg.PLC.DB33,Real3792	PLC.sg.PLC.DB33,Real3794	PLC.sg.PLC.DB33,Real3798	PLC.sg.PLC.DB33,Real3780	F1	1	1		0	100	PLC.sg.PLC.DB33,Real3764																												
HJG10_CP001	HJG10_CP001		Dujų slėgis į uždegtuvus					PLC	sg.PLC	PLC.sg.PLC.DB33,Real3840	PLC.sg.PLC.DB33,Word3848	PLC.sg.PLC.DB33,Word3850	PLC.sg.PLC.DB33,Real3852	PLC.sg.PLC.DB33,Real3856	PLC.sg.PLC.DB33,Real3864	PLC.sg.PLC.DB33,Real3868	PLC.sg.PLC.DB33,Real3872	PLC.sg.PLC.DB33,Real3874	PLC.sg.PLC.DB33,Real3878	PLC.sg.PLC.DB33,Real3860	F1	1	1		0	100	PLC.sg.PLC.DB33,Real3844																												
HJG20_CP001	HJG20_CP001		Dujų slėgis į uždegtuvus					PLC	sg.PLC	PLC.sg.PLC.DB33,Real3920	PLC.sg.PLC.DB33,Word3928	PLC.sg.PLC.DB33,Word3930	PLC.sg.PLC.DB33,Real3932	PLC.sg.PLC.DB33,Real3936	PLC.sg.PLC.DB33,Real3944	PLC.sg.PLC.DB33,Real3948	PLC.sg.PLC.DB33,Real3952	PLC.sg.PLC.DB33,Real3954	PLC.sg.PLC.DB33,Real3958	PLC.sg.PLC.DB33,Real3940	F1	1	1		0	100	PLC.sg.PLC.DB33,Real3924																												
HJG31_CP001	HJG31_CP001		Dujų slėgis tarp degiklio Nr.1 uždegtuvo atkirtos vožtuvų					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4000	PLC.sg.PLC.DB33,Word4008	PLC.sg.PLC.DB33,Word4010	PLC.sg.PLC.DB33,Real4012	PLC.sg.PLC.DB33,Real4016	PLC.sg.PLC.DB33,Real4024	PLC.sg.PLC.DB33,Real4028	PLC.sg.PLC.DB33,Real4032	PLC.sg.PLC.DB33,Real4034	PLC.sg.PLC.DB33,Real4038	PLC.sg.PLC.DB33,Real4020	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4004																												
HJG32_CP001	HJG32_CP001		Dujų slėgis tarp degiklio Nr.2 uždegtuvo atkirtos vožtuvų					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4080	PLC.sg.PLC.DB33,Word4088	PLC.sg.PLC.DB33,Word4090	PLC.sg.PLC.DB33,Real4092	PLC.sg.PLC.DB33,Real4096	PLC.sg.PLC.DB33,Real4104	PLC.sg.PLC.DB33,Real4108	PLC.sg.PLC.DB33,Real4112	PLC.sg.PLC.DB33,Real4114	PLC.sg.PLC.DB33,Real4118	PLC.sg.PLC.DB33,Real4100	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4084																												
HJG33_CP001	HJG33_CP001		Dujų slėgis tarp degiklio Nr.3 uždegtuvo atkirtos vožtuvų					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4160	PLC.sg.PLC.DB33,Word4168	PLC.sg.PLC.DB33,Word4170	PLC.sg.PLC.DB33,Real4172	PLC.sg.PLC.DB33,Real4176	PLC.sg.PLC.DB33,Real4184	PLC.sg.PLC.DB33,Real4188	PLC.sg.PLC.DB33,Real4192	PLC.sg.PLC.DB33,Real4194	PLC.sg.PLC.DB33,Real4198	PLC.sg.PLC.DB33,Real4180	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4164																												
HJG34_CP001	HJG34_CP001		Dujų slėgis tarp degiklio Nr.4 uždegtuvo atkirtos vožtuvų					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4240	PLC.sg.PLC.DB33,Word4248	PLC.sg.PLC.DB33,Word4250	PLC.sg.PLC.DB33,Real4252	PLC.sg.PLC.DB33,Real4256	PLC.sg.PLC.DB33,Real4264	PLC.sg.PLC.DB33,Real4268	PLC.sg.PLC.DB33,Real4272	PLC.sg.PLC.DB33,Real4274	PLC.sg.PLC.DB33,Real4278	PLC.sg.PLC.DB33,Real4260	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4244																												
HJG35_CP001	HJG35_CP001		Dujų slėgis tarp degiklio Nr.5 uždegtuvo atkirtos vožtuvų					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4320	PLC.sg.PLC.DB33,Word4328	PLC.sg.PLC.DB33,Word4330	PLC.sg.PLC.DB33,Real4332	PLC.sg.PLC.DB33,Real4336	PLC.sg.PLC.DB33,Real4344	PLC.sg.PLC.DB33,Real4348	PLC.sg.PLC.DB33,Real4352	PLC.sg.PLC.DB33,Real4354	PLC.sg.PLC.DB33,Real4358	PLC.sg.PLC.DB33,Real4340	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4324																												
HJG36_CP001	HJG36_CP001		Dujų slėgis tarp degiklio Nr.6 uždegtuvo atkirtos vožtuvų					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4400	PLC.sg.PLC.DB33,Word4408	PLC.sg.PLC.DB33,Word4410	PLC.sg.PLC.DB33,Real4412	PLC.sg.PLC.DB33,Real4416	PLC.sg.PLC.DB33,Real4424	PLC.sg.PLC.DB33,Real4428	PLC.sg.PLC.DB33,Real4432	PLC.sg.PLC.DB33,Real4434	PLC.sg.PLC.DB33,Real4438	PLC.sg.PLC.DB33,Real4420	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4404																												
HLA10_CF001	HLA10_CF001		Degimo oro srautas A pusėje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4480	PLC.sg.PLC.DB33,Word4488	PLC.sg.PLC.DB33,Word4490	PLC.sg.PLC.DB33,Real4492	PLC.sg.PLC.DB33,Real4496	PLC.sg.PLC.DB33,Real4504	PLC.sg.PLC.DB33,Real4508	PLC.sg.PLC.DB33,Real4512	PLC.sg.PLC.DB33,Real4514	PLC.sg.PLC.DB33,Real4518	PLC.sg.PLC.DB33,Real4500	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4484																												
HLA10_CM001	HLA10_CM001		Degimo oro drėgmė A pusėje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4560	PLC.sg.PLC.DB33,Word4568	PLC.sg.PLC.DB33,Word4570	PLC.sg.PLC.DB33,Real4572	PLC.sg.PLC.DB33,Real4576	PLC.sg.PLC.DB33,Real4584	PLC.sg.PLC.DB33,Real4588	PLC.sg.PLC.DB33,Real4592	PLC.sg.PLC.DB33,Real4594	PLC.sg.PLC.DB33,Real4598	PLC.sg.PLC.DB33,Real4580	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4564																												
HLA10_CP001	HLA10_CP001		Oro slėgis už A ventiliatoriaus					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4640	PLC.sg.PLC.DB33,Word4648	PLC.sg.PLC.DB33,Word4650	PLC.sg.PLC.DB33,Real4652	PLC.sg.PLC.DB33,Real4656	PLC.sg.PLC.DB33,Real4664	PLC.sg.PLC.DB33,Real4668	PLC.sg.PLC.DB33,Real4672	PLC.sg.PLC.DB33,Real4674	PLC.sg.PLC.DB33,Real4678	PLC.sg.PLC.DB33,Real4660	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4644																												
HLA10_CT001	HLA10_CT001		Oro iš lauko temperatūra A pusėje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4720	PLC.sg.PLC.DB33,Word4728	PLC.sg.PLC.DB33,Word4730	PLC.sg.PLC.DB33,Real4732	PLC.sg.PLC.DB33,Real4736	PLC.sg.PLC.DB33,Real4744	PLC.sg.PLC.DB33,Real4748	PLC.sg.PLC.DB33,Real4752	PLC.sg.PLC.DB33,Real4754	PLC.sg.PLC.DB33,Real4758	PLC.sg.PLC.DB33,Real4740	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4724																												
HLA10_CT002	HLA10_CT002		Degimo oro temperatūra A pusėje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4800	PLC.sg.PLC.DB33,Word4808	PLC.sg.PLC.DB33,Word4810	PLC.sg.PLC.DB33,Real4812	PLC.sg.PLC.DB33,Real4816	PLC.sg.PLC.DB33,Real4824	PLC.sg.PLC.DB33,Real4828	PLC.sg.PLC.DB33,Real4832	PLC.sg.PLC.DB33,Real4834	PLC.sg.PLC.DB33,Real4838	PLC.sg.PLC.DB33,Real4820	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4804																												
HLA20_CF001	HLA20_CF001		Degimo oro srautas B pusėje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4880	PLC.sg.PLC.DB33,Word4888	PLC.sg.PLC.DB33,Word4890	PLC.sg.PLC.DB33,Real4892	PLC.sg.PLC.DB33,Real4896	PLC.sg.PLC.DB33,Real4904	PLC.sg.PLC.DB33,Real4908	PLC.sg.PLC.DB33,Real4912	PLC.sg.PLC.DB33,Real4914	PLC.sg.PLC.DB33,Real4918	PLC.sg.PLC.DB33,Real4900	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4884																												
HLA20_CM001	HLA20_CM001		Degimo oro drėgmė B pusėje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real4960	PLC.sg.PLC.DB33,Word4968	PLC.sg.PLC.DB33,Word4970	PLC.sg.PLC.DB33,Real4972	PLC.sg.PLC.DB33,Real4976	PLC.sg.PLC.DB33,Real4984	PLC.sg.PLC.DB33,Real4988	PLC.sg.PLC.DB33,Real4992	PLC.sg.PLC.DB33,Real4994	PLC.sg.PLC.DB33,Real4998	PLC.sg.PLC.DB33,Real4980	F1	1	1		0	100	PLC.sg.PLC.DB33,Real4964																												
HLA20_CP001	HLA20_CP001		Oro slėgis už B ventiliatoriaus					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5040	PLC.sg.PLC.DB33,Word5048	PLC.sg.PLC.DB33,Word5050	PLC.sg.PLC.DB33,Real5052	PLC.sg.PLC.DB33,Real5056	PLC.sg.PLC.DB33,Real5064	PLC.sg.PLC.DB33,Real5068	PLC.sg.PLC.DB33,Real5072	PLC.sg.PLC.DB33,Real5074	PLC.sg.PLC.DB33,Real5078	PLC.sg.PLC.DB33,Real5060	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5044																												
HLA20_CT001	HLA20_CT001		Oro iš lauko temperatūra B pusėje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5120	PLC.sg.PLC.DB33,Word5128	PLC.sg.PLC.DB33,Word5130	PLC.sg.PLC.DB33,Real5132	PLC.sg.PLC.DB33,Real5136	PLC.sg.PLC.DB33,Real5144	PLC.sg.PLC.DB33,Real5148	PLC.sg.PLC.DB33,Real5152	PLC.sg.PLC.DB33,Real5154	PLC.sg.PLC.DB33,Real5158	PLC.sg.PLC.DB33,Real5140	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5124																												
HLA20_CT002	HLA20_CT002		Degimo oro temperatūra B pusėje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5200	PLC.sg.PLC.DB33,Word5208	PLC.sg.PLC.DB33,Word5210	PLC.sg.PLC.DB33,Real5212	PLC.sg.PLC.DB33,Real5216	PLC.sg.PLC.DB33,Real5224	PLC.sg.PLC.DB33,Real5228	PLC.sg.PLC.DB33,Real5232	PLC.sg.PLC.DB33,Real5234	PLC.sg.PLC.DB33,Real5238	PLC.sg.PLC.DB33,Real5220	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5204																												
HNA10_CQ001	HNA10_CQ001		Deguonies kiekis dūmuose					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5280	PLC.sg.PLC.DB33,Word5288	PLC.sg.PLC.DB33,Word5290	PLC.sg.PLC.DB33,Real5292	PLC.sg.PLC.DB33,Real5296	PLC.sg.PLC.DB33,Real5304	PLC.sg.PLC.DB33,Real5308	PLC.sg.PLC.DB33,Real5312	PLC.sg.PLC.DB33,Real5314	PLC.sg.PLC.DB33,Real5318	PLC.sg.PLC.DB33,Real5300	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5284																												
HNA10_CT001	HNA10_CT001		dūmų temperatūra už katilo					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5360	PLC.sg.PLC.DB33,Word5368	PLC.sg.PLC.DB33,Word5370	PLC.sg.PLC.DB33,Real5372	PLC.sg.PLC.DB33,Real5376	PLC.sg.PLC.DB33,Real5384	PLC.sg.PLC.DB33,Real5388	PLC.sg.PLC.DB33,Real5392	PLC.sg.PLC.DB33,Real5394	PLC.sg.PLC.DB33,Real5398	PLC.sg.PLC.DB33,Real5380	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5364																												
HNA30_CT001	HNA30_CT001		Dūmų temperatūra už dūmų skląsčio					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5440	PLC.sg.PLC.DB33,Word5448	PLC.sg.PLC.DB33,Word5450	PLC.sg.PLC.DB33,Real5452	PLC.sg.PLC.DB33,Real5456	PLC.sg.PLC.DB33,Real5464	PLC.sg.PLC.DB33,Real5468	PLC.sg.PLC.DB33,Real5472	PLC.sg.PLC.DB33,Real5474	PLC.sg.PLC.DB33,Real5478	PLC.sg.PLC.DB33,Real5460	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5444																												
HNF10_CP001	HNF10_CP001		Dūmų recirkuliacijos slėgis už ventiliatoriaus					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5520	PLC.sg.PLC.DB33,Word5528	PLC.sg.PLC.DB33,Word5530	PLC.sg.PLC.DB33,Real5532	PLC.sg.PLC.DB33,Real5536	PLC.sg.PLC.DB33,Real5544	PLC.sg.PLC.DB33,Real5548	PLC.sg.PLC.DB33,Real5552	PLC.sg.PLC.DB33,Real5554	PLC.sg.PLC.DB33,Real5558	PLC.sg.PLC.DB33,Real5540	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5524																												
HNF10_CT001	HNF10_CT001		Dūmų recirkuliacijos temperatūra					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5600	PLC.sg.PLC.DB33,Word5608	PLC.sg.PLC.DB33,Word5610	PLC.sg.PLC.DB33,Real5612	PLC.sg.PLC.DB33,Real5616	PLC.sg.PLC.DB33,Real5624	PLC.sg.PLC.DB33,Real5628	PLC.sg.PLC.DB33,Real5632	PLC.sg.PLC.DB33,Real5634	PLC.sg.PLC.DB33,Real5638	PLC.sg.PLC.DB33,Real5620	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5604																												
HNF11_CF001	HNF11_CF001		Dūmų recirkuliacijos srautas A pusėje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5680	PLC.sg.PLC.DB33,Word5688	PLC.sg.PLC.DB33,Word5690	PLC.sg.PLC.DB33,Real5692	PLC.sg.PLC.DB33,Real5696	PLC.sg.PLC.DB33,Real5704	PLC.sg.PLC.DB33,Real5708	PLC.sg.PLC.DB33,Real5712	PLC.sg.PLC.DB33,Real5714	PLC.sg.PLC.DB33,Real5718	PLC.sg.PLC.DB33,Real5700	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5684																												
HNF12_CF001	HNF12_CF001		Dūmų recirkuliacijos srautas B pusėje					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5760	PLC.sg.PLC.DB33,Word5768	PLC.sg.PLC.DB33,Word5770	PLC.sg.PLC.DB33,Real5772	PLC.sg.PLC.DB33,Real5776	PLC.sg.PLC.DB33,Real5784	PLC.sg.PLC.DB33,Real5788	PLC.sg.PLC.DB33,Real5792	PLC.sg.PLC.DB33,Real5794	PLC.sg.PLC.DB33,Real5798	PLC.sg.PLC.DB33,Real5780	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5764																												
H_HG10C	H_HG10C		dujų srautas į katilą					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5840	PLC.sg.PLC.DB33,Word5848	PLC.sg.PLC.DB33,Word5850	PLC.sg.PLC.DB33,Real5852	PLC.sg.PLC.DB33,Real5856	PLC.sg.PLC.DB33,Real5864	PLC.sg.PLC.DB33,Real5868	PLC.sg.PLC.DB33,Real5872	PLC.sg.PLC.DB33,Real5874	PLC.sg.PLC.DB33,Real5878	PLC.sg.PLC.DB33,Real5860	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5844																												
H_HG20C	H_HG20C		dujų srautas į katilą					PLC	sg.PLC	PLC.sg.PLC.DB33,Real5920	PLC.sg.PLC.DB33,Word5928	PLC.sg.PLC.DB33,Word5930	PLC.sg.PLC.DB33,Real5932	PLC.sg.PLC.DB33,Real5936	PLC.sg.PLC.DB33,Real5944	PLC.sg.PLC.DB33,Real5948	PLC.sg.PLC.DB33,Real5952	PLC.sg.PLC.DB33,Real5954	PLC.sg.PLC.DB33,Real5958	PLC.sg.PLC.DB33,Real5940	F1	1	1		0	100	PLC.sg.PLC.DB33,Real5924																												
NDA10_CF201	NDA10_CF201		Termofikacinio vandens srautas per katilą					PLC	sg.PLC	PLC.sg.PLC.DB33,Real6000	PLC.sg.PLC.DB33,Word6008	PLC.sg.PLC.DB33,Word6010	PLC.sg.PLC.DB33,Real6012	PLC.sg.PLC.DB33,Real6016	PLC.sg.PLC.DB33,Real6024	PLC.sg.PLC.DB33,Real6028	PLC.sg.PLC.DB33,Real6032	PLC.sg.PLC.DB33,Real6034	PLC.sg.PLC.DB33,Real6038	PLC.sg.PLC.DB33,Real6020	F1	1	1		0	100	PLC.sg.PLC.DB33,Real6004																												
NDA10_CF202	NDA10_CF202		Termofikacinio vandens srautas per katilą					PLC	sg.PLC	PLC.sg.PLC.DB33,Real6080	PLC.sg.PLC.DB33,Word6088	PLC.sg.PLC.DB33,Word6090	PLC.sg.PLC.DB33,Real6092	PLC.sg.PLC.DB33,Real6096	PLC.sg.PLC.DB33,Real6104	PLC.sg.PLC.DB33,Real6108	PLC.sg.PLC.DB33,Real6112	PLC.sg.PLC.DB33,Real6114	PLC.sg.PLC.DB33,Real6118	PLC.sg.PLC.DB33,Real6100	F1	1	1		0	100	PLC.sg.PLC.DB33,Real6084																												
NDA10_CP001	NDA10_CP001		Termofikacinio vandens slėgis už katilo					PLC	sg.PLC	PLC.sg.PLC.DB33,Real6160	PLC.sg.PLC.DB33,Word6168	PLC.sg.PLC.DB33,Word6170	PLC.sg.PLC.DB33,Real6172	PLC.sg.PLC.DB33,Real6176	PLC.sg.PLC.DB33,Real6184	PLC.sg.PLC.DB33,Real6188	PLC.sg.PLC.DB33,Real6192	PLC.sg.PLC.DB33,Real6194	PLC.sg.PLC.DB33,Real6198	PLC.sg.PLC.DB33,Real6180	F1	1	1		0	100	PLC.sg.PLC.DB33,Real6164																												
NDA10_CP002	NDA10_CP002		Termofikacinio vandens slėgis už katilo					PLC	sg.PLC	PLC.sg.PLC.DB33,Real6240	PLC.sg.PLC.DB33,Word6248	PLC.sg.PLC.DB33,Word6250	PLC.sg.PLC.DB33,Real6252	PLC.sg.PLC.DB33,Real6256	PLC.sg.PLC.DB33,Real6264	PLC.sg.PLC.DB33,Real6268	PLC.sg.PLC.DB33,Real6272	PLC.sg.PLC.DB33,Real6274	PLC.sg.PLC.DB33,Real6278	PLC.sg.PLC.DB33,Real6260	F1	1	1		0	100	PLC.sg.PLC.DB33,Real6244																												
NDA10_CT001	NDA10_CT001		Termofikacinio vandens temperatūra už katilo					PLC	sg.PLC	PLC.sg.PLC.DB33,Real6320	PLC.sg.PLC.DB33,Word6328	PLC.sg.PLC.DB33,Word6330	PLC.sg.PLC.DB33,Real6332	PLC.sg.PLC.DB33,Real6336	PLC.sg.PLC.DB33,Real6344	PLC.sg.PLC.DB33,Real6348	PLC.sg.PLC.DB33,Real6352	PLC.sg.PLC.DB33,Real6354	PLC.sg.PLC.DB33,Real6358	PLC.sg.PLC.DB33,Real6340	F1	1	1		0	100	PLC.sg.PLC.DB33,Real6324																												
NDA10_CT002	NDA10_CT002		Termofikacinio vandens temperatūra už katilo					PLC	sg.PLC	PLC.sg.PLC.DB33,Real6400	PLC.sg.PLC.DB33,Word6408	PLC.sg.PLC.DB33,Word6410	PLC.sg.PLC.DB33,Real6412	PLC.sg.PLC.DB33,Real6416	PLC.sg.PLC.DB33,Real6424	PLC.sg.PLC.DB33,Real6428	PLC.sg.PLC.DB33,Real6432	PLC.sg.PLC.DB33,Real6434	PLC.sg.PLC.DB33,Real6438	PLC.sg.PLC.DB33,Real6420	F1	1	1		0	100	PLC.sg.PLC.DB33,Real6404																												
NDA10_CT003	NDA10_CT003		Termofikacinio vandens temperatūra už katilo					PLC	sg.PLC	PLC.sg.PLC.DB33,Real6480	PLC.sg.PLC.DB33,Word6488	PLC.sg.PLC.DB33,Word6490	PLC.sg.PLC.DB33,Real6492	PLC.sg.PLC.DB33,Real6496	PLC.sg.PLC.DB33,Real6504	PLC.sg.PLC.DB33,Real6508	PLC.sg.PLC.DB33,Real6512	PLC.sg.PLC.DB33,Real6514	PLC.sg.PLC.DB33,Real6518	PLC.sg.PLC.DB33,Real6500	F1	1	1		0	100	PLC.sg.PLC.DB33,Real6484																												
